,Agent Numer of Introducer,Agent_Number
1919,60025977,60025984
1920,60047322,60047555
1924,60037973,60038047
1925,60040942,60051397
1926,60038567,60052259
1927,60059220,60059478
1928,60062464,60062479
1929,60075383,60075542
1934,60049256,60055367
1935,60056999,60057397
1936,60068580,60073303
1938,60020964,60021748
1939,60028613,60028629
1940,60027675,60033759
1941,60038877,60038879
1942,60059063,60059066
1943,60017179,60018722
1944,60038189,60042422
1945,60044885,60049989
1946,60050009,60050195
1947,60052042,60055318
1948,60056914,60056916
1951,60027409,60029654
1952,60027499,60030251
1953,60054341,60055561
1954,60063273,60063551
1955,60054381,60067806
1958,60008972,60019115
1959,60035169,60035249
1960,60037996,60043951
1961,60042296,60054977
1962,60050987,60014379
1964,60020397,60020939
1965,60025094,60026423
1966,60055621,60060919
1967,60059723,60063130
1968,60069432,60070397
1969,60024277,60024985
1970,60024904,60026806
1973,60008059,60008630
1974,60028640,60036282
1975,60037481,60040066
1976,60050228,60050780
1978,60028043,60028669
1979,60028703,60028758
1980,60033198,60042950
1981,60040841,60044224
1982,60043188,60047821
1983,60024434,60056106
1984,60058600,60066305
1985,60016289,60072423
1988,60054881,60060497
1989,60060671,60063491
1991,60020554,60021828
1992,60026812,60031315
1993,60046425,60051313
1994,60056672,60060120
1995,60025570,60067840
1997,60038634,60049435
1998,60043783,60051132
1999,60058932,60062369
2001,60032911,60035434
2002,60041289,60041292
2003,60033424,60059122
2006,60033194,60037050
2007,60021640,60046269
2008,60068839,60070551
2009,60031835,60042039
2010,60055802,60061426
2012,60024184,60025706
2016,60029263,60030239
2020,60031231,60034174
2021,60046259,60051221
2022,60046958,60054212
2023,60057288,60061095
2025,60020337,60023501
2026,60039674,60039676
2027,60047768,60050785
2028,60029946,60033920
2029,60052732,60052733
2032,60044364,60045705
2033,60051780,60053670
2034,60069197,60069569
2036,60029995,60030680
2037,60030816,60030815
2038,60013141,60039464
2039,60045976,60051116
2040,60056055,60056117
2041,60029803,60033712
2042,60041986,60047445
2043,60057293,60057781
2044,60024072,60024075
2045,60030653,60030671
2046,60033235,60034376
2047,60063973,60064897
2053,60029643,60037469
2054,60038953,60039610
2055,60044042,60045382
2056,60045588,60047421
2058,60039233,60042592
2059,60041355,60043420
2060,60043824,60050271
2061,60051340,60053005
2062,60046072,60069980
2063,60070812,60070813
2064,60014193,60014213
2066,60054017,60054335
2067,60070912,60072445
2069,60054921,60056057
2070,60056299,60058998
2071,60070684,60071593
2074,60027811,60028502
2075,60024423,60028844
2076,60049412,60051861
2077,60041187,60041196
2078,60064573,60064583
2081,60059313,60059527
2085,60027246,60034919
2086,60031416,60045768
2087,60046957,60046959
2091,60012566,60014650
2092,60021867,60022363
2093,60022460,60024315
2095,60041701,60045621
2096,60037894,60041748
2097,60030373,60042922
2098,60042422,60046223
2099,60029495,60030081
2101,60035539,60035609
2102,60041784,60045257
2103,60057769,60072863
2105,60027336,60027347
2106,60046817,60052746
2107,60024202,60024508
2108,60050017,60054617
2109,60053279,60054962
2110,60062180,60064804
2113,60028039,60029209
2114,60038956,60044399
2115,60058276,60058922
2117,60070013,60069643
2119,60028156,60030911
2120,60050235,60051072
2121,60058600,60066310
2125,60037858,60045062
2126,60051456,60056029
2127,60063229,60066889
2130,60038622,60029961
2131,60033356,60038089
2132,60037766,60039170
2133,60037363,60045437
2134,60046896,60046993
2135,60047682,60053676
2136,60041775,60057142
2140,60012334,60012481
2141,60033846,60049133
2142,60041212,60064338
2143,60059816,60066607
2144,60067911,60069612
2145,60069003,60071948
2146,60029567,60033778
2147,60037008,60038336
2149,60058266,60062333
2150,60068839,60070488
2151,60027911,60029465
2152,60037924,60041895
2153,60044972,60044973
2155,60033594,60033618
2156,60065086,60065107
2157,60031374,60035440
2158,60061924,60062705
2159,60062201,60064519
2160,60014549,60029460
2162,60037636,60045592
2163,60046392,60054347
2165,60027043,60032068
2166,60034670,60035473
2167,60055934,60056581
2168,60055935,60072676
2169,60075159,60075394
2172,60033043,60034523
2173,60036823,60046394
2174,60040851,60065917
2175,60059557,60070845
2176,60060547,60072213
2180,60028099,60031571
2181,60026825,60026943
2182,60049777,60053557
2183,60071859,60071927
2184,60033594,60072638
2185,60012349,60012427
2186,60038628,60039529
2187,60028178,60036762
2188,60038293,60038344
2189,60034703,60048477
2190,60032748,60067625
2192,60028849,60029227
2193,60058957,60058959
2194,60066185,60066362
2195,60057302,60068240
2197,60029603,60040322
2198,60049269,60049274
2199,60050436,60050604
2200,60055796,60055801
2201,60031873,60073393
2203,60028292,60029501
2204,60040234,60040242
2205,60046075,60053423
2206,60045498,60054243
2207,60064674,60072067
2208,60075107,60075166
2210,60031517,60033004
2211,60045365,60049371
2212,60043923,60049911
2213,60052723,60054324
2217,60021299,60021300
2218,60031013,60031014
2219,60030055,60033417
2220,60033339,60037179
2221,60028611,60038929
2222,60038363,60043146
2223,60051283,60051296
2224,60054023,60054559
2225,60058450,60065558
2229,60011687,60013022
2230,60017160,60017620
2231,60016324,60025843
2232,60032920,60037096
2233,60052936,60053226
2234,60058600,60066313
2236,60041745,60043248
2237,60031575,60046465
2239,60051817,60051880
2240,60061922,60069374
2243,60042977,60047777
2244,60047697,60054156
2245,60072363,60072362
2247,60030160,60030164
2248,60047605,60050232
2249,60049815,60050454
2252,60041227,60050047
2253,60048737,60050818
2254,60058890,60058892
2255,60028639,60028650
2256,60034917,60034064
2257,60031840,60035577
2258,60040464,60041929
2259,60075641,60075796
2260,60053775,60054574
2262,60027633,60049015
2263,60049942,60050046
2264,60054947,60055014
2265,60059358,60064201
2266,60062313,60069106
2268,60059832,60065478
2269,60068494,60071674
2271,60021346,60021855
2272,60023790,60029281
2273,60033177,60033753
2275,60019863,60022970
2276,60042963,60043009
2277,60035538,60044720
2278,60054852,60055477
2279,60059110,60062507
2280,60057110,60065223
2281,60056938,60068363
2282,60053290,60054939
2283,60059235,60062036
2284,60055496,60062802
2285,60028722,60034868
2286,60039840,60046166
2287,60058853,60058883
2288,60023323,60025870
2289,60006894,60034776
2290,60033597,60049141
2291,60028475,60030615
2292,60039213,60039214
2293,60013718,60041102
2294,60027423,60067168
2295,60068117,60071527
2297,60038920,60040421
2298,60005252,60072075
2301,60037996,60043468
2302,60058359,60062525
2305,60023584,60025314
2306,60050813,60052697
2307,60074105,60074032
2310,60014298,60021649
2311,60040389,60044131
2312,60037345,60044691
2313,60040258,60046289
2315,60027377,60029430
2316,60042937,60043106
2317,60055471,60055472
2321,60042674,60049138
2322,60040547,60051424
2323,60054753,60054763
2324,60044863,60056219
2325,60074510,60075008
2327,60026535,60027132
2328,60056672,60060124
2332,60038839,60038842
2333,60052090,60056405
2335,60028014,60035858
2336,60065086,60066142
2337,60056078,60005252
2338,60033846,60048792
2339,60059583,60062403
2341,60029544,60029578
2342,60029008,60030998
2343,60029008,60036165
2344,60022528,60056570
2345,60057796,60060396
2354,60051888,60052641
2356,60053308,60075848
2358,60018122,60019554
2359,60029495,60029731
2360,60030877,60032552
2361,60057063,60068155
2362,60071070,60070503
2365,60020631,60022924
2366,60037443,60043428
2367,60030648,60043912
2368,60056927,60067767
2369,60071231,60074479
2370,60063250,60074545
2371,60027588,60033282
2372,60041135,60045219
2373,60049042,60049056
2374,60026111,60049412
2377,60024371,60024597
2378,60026191,60027001
2379,60046969,60047190
2382,60052054,60053948
2383,60039451,60063962
2384,60051979,60067881
2386,60006602,60007841
2387,60022663,60022597
2389,60030035,60031339
2390,60036381,60038209
2391,60031155,60040099
2392,60041074,60048122
2394,60057411,60057420
2396,60026216,60042602
2397,60056088,60058560
2398,60008283,60011009
2401,60045894,60052545
2403,60030861,60032389
2405,60032796,60033298
2406,60033276,60034063
2407,60055637,60056094
2408,60057927,60075110
2410,60022904,60025797
2411,60043188,60047820
2412,60015378,60058424
2413,60059153,60073890
2414,60005617,60030947
2415,60034693,60044362
2416,60062312,60069043
2420,60040113,60040810
2421,60057637,60059915
2422,60058013,60060816
2423,60041981,60061316
2424,60057519,60066057
2426,60027704,60036646
2427,60038544,60039576
2428,60021309,60064904
2429,60057737,60068753
2430,60070012,60070975
2431,60033353,60038242
2432,60047604,60047663
2433,60039260,60067759
2435,60010226,60013007
2436,60018609,60029458
2437,60059220,60059477
2438,60059364,60059963
2441,60040663,60042599
2442,60040965,60044819
2443,60045998,60046313
2444,60041981,60060976
2445,60014977,60025669
2446,60038738,60028490
2447,60046596,60053230
2448,60058593,60065196
2450,60011514,60030271
2451,60032937,60036582
2454,60030541,60030558
2455,60057762,60057884
2458,60036829,60036875
2459,60037679,60040191
2460,60032879,60044112
2461,60052557,60052558
2462,60056191,60056192
2463,60037712,60061536
2466,60030899,60030925
2467,60043053,60046338
2468,60049442,60055673
2469,60054978,60060017
2470,60070503,60070622
2471,60074709,60074719
2472,60069291,60075415
2473,60039820,60040872
2474,60041513,60043150
2475,60057818,60058618
2476,60054465,60061764
2477,60054871,60066564
2478,60055055,60068065
2480,60044244,60044259
2481,60070988,60070757
2482,60015740,60015747
2483,60021374,60033947
2484,60061483,60066077
2485,60012430,60012912
2489,60037199,60044921
2490,60044554,60046174
2491,60068472,60068481
2496,60025281,60026025
2497,60028700,60028776
2500,60054540,60055235
2501,60050740,60062274
2502,60019803,60070941
2503,60022968,60027131
2504,60028061,60028083
2505,60053904,60053926
2506,60033198,60064094
2507,60063964,60064624
2508,60036382,60036426
2509,60040464,60042926
2510,60041733,60045469
2511,60041304,60050684
2514,60014571,60027939
2515,60037685,60037705
2516,60029946,60042423
2517,60056986,60057005
2518,60056447,60057180
2519,60058069,60070811
2520,60072358,60074462
2522,60039193,60056817
2523,60058600,60066315
2524,60075107,60075109
2527,60020057,60022209
2528,60023537,60025388
2529,60018567,60027023
2530,60012256,60032306
2531,60014571,60075352
2535,60016946,60018018
2536,60035977,60036287
2537,60039215,60039221
2539,60026018,60026610
2540,60030124,60030140
2541,60052991,60053634
2544,60014549,60033814
2545,60030459,60035294
2549,60026003,60026366
2550,60046464,60051269
2551,60017003,60017009
2552,60030648,60043633
2553,60043280,60045131
2554,60069092,60069099
2556,60032524,60037764
2557,60038498,60038499
2558,60041330,60055519
2559,60059577,60067086
2560,60012190,60014134
2561,60026225,60033694
2562,60038209,60040038
2563,60071925,60073324
2564,60073383,60073375
2567,60037399,60037430
2568,60037873,60038204
2569,60031177,60047574
2570,60062200,60062583
2571,60061020,60066896
2575,60021125,60025057
2576,60024304,60025963
2577,60047253,60049122
2578,60050658,60052104
2579,60063243,60065649
2580,60001603,60010268
2581,60026192,60026908
2582,60026628,60028275
2583,60029702,60037375
2585,60059998,60060010
2586,60074021,60075045
2587,60026630,60026700
2588,60026725,60038088
2589,60040538,60046230
2590,60057169,60057170
2591,60058023,60058313
2592,60068089,60073471
2593,60027624,60031419
2594,60037917,60039755
2595,60044372,60044451
2596,60035538,60038063
2597,60041149,60046510
2599,60015249,60017232
2600,60049205,60049226
2601,60067318,60067368
2605,60045063,60048160
2608,60041805,60049296
2609,60011223,60011224
2610,60021769,60024345
2611,60027490,60030108
2612,60028598,60041752
2613,60038825,60054135
2614,60058060,60067140
2617,60028425,60028429
2618,60035736,60048649
2619,60051157,60052569
2620,60055086,60055902
2621,60057794,60071352
2622,60048641,60054831
2623,60044946,60061359
2624,60037820,60063324
2625,60037572,60063642
2626,60065141,60067490
2628,60015372,60015660
2629,60026725,60029957
2630,60038603,60048945
2631,60054846,60055486
2632,60058376,60065372
2633,60058551,60069240
2634,60068118,60069365
2636,60037481,60040568
2637,60038697,60043027
2640,60022882,60022881
2641,60050539,60052467
2642,60055577,60065895
2643,60067389,60067395
2644,60022869,60029280
2645,60037636,60045591
2646,60058031,60059195
2647,60057593,60074243
2650,60029413,60041379
2651,60059803,60066826
2656,60043672,60044861
2657,60048367,60048384
2658,60053658,60058084
2659,60068087,60073552
2663,60009335,60013565
2664,60037894,60040936
2665,60059063,60059065
2667,60023219,60028887
2669,60041200,60041207
2670,60041504,60042064
2671,60037873,60046188
2672,60057313,60070716
2673,60039198,60056399
2674,60055095,60060009
2675,60053283,60062080
2676,60042773,60068306
2677,60069983,60069427
2678,60070677,60070431
2681,60018659,60026591
2683,60029548,60038427
2685,60028044,60028053
2686,60036834,60037106
2687,60050224,60053345
2688,60053283,60064344
2689,60075065,60075066
2690,60048634,60050078
2691,60004650,60008248
2692,60013455,60015087
2693,60056330,60056603
2695,60047596,60020990
2696,60027762,60030427
2697,60069019,60069719
2698,60030174,60034995
2699,60054902,60055238
2700,60055728,60058660
2702,60033365,60034316
2704,60027440,60044765
2705,60045107,60052258
2706,60059287,60059288
2707,60041745,60067849
2708,60057516,60068095
2710,60022547,60026303
2711,60029985,60030265
2712,60033429,60033811
2713,60038544,60038592
2717,60055098,60055133
2718,60070610,60070578
2721,60049698,60055727
2726,60040263,60041486
2728,60008666,60008962
2730,60017247,60017293
2731,60042961,60042979
2732,60048692,60050145
2733,60047386,60052038
2734,60056398,60060546
2735,60054127,60075852
2737,60017720,60026054
2738,60059823,60061642
2739,60062188,60062191
2740,60069198,60069110
2742,60030789,60030795
2743,60043840,60044567
2744,60037873,60048632
2745,60048133,60069206
2746,60075332,60076077
2749,60057846,60058112
2750,60024252,60063806
2755,60025418,60025436
2756,60042758,60044549
2757,60038103,60045192
2760,60021374,60025487
2761,60002523,60037266
2764,60044364,60019143
2765,60046002,60049290
2766,60068089,60073467
2768,60033041,60033042
2769,60037873,60043783
2770,60056663,60056664
2773,60016699,60021348
2775,60033537,60033553
2776,60033663,60033748
2777,60044055,60044327
2778,60046269,60056878
2779,60057529,60059925
2780,60032344,60062575
2781,60058791,60064687
2782,60072484,60074428
2784,60024325,60026244
2785,60031743,60031746
2786,60029601,60043264
2787,60056858,60056861
2788,60054723,60065702
2789,60069894,60070095
2794,60024430,60034746
2795,60032868,60042166
2799,60048397,60048407
2800,60056249,60059309
2802,60057641,60064548
2803,60067051,60067059
2804,60067787,60067910
2805,60064591,60070317
2808,60021737,60028143
2809,60045563,60046644
2810,60001921,60014905
2811,60034191,60034190
2812,60027634,60045905
2813,60031064,60047365
2814,60070083,60072521
2815,60037926,60040054
2816,60041401,60046535
2817,60044054,60047103
2818,60033846,60056259
2819,60059295,60062889
2820,60065634,60066404
2821,60075268,60075856
2823,60037922,60037947
2824,60039211,60039284
2825,60033229,60041736
2826,60057472,60059777
2827,60031591,60060619
2828,60057834,60067515
