,Issuing Agent,Policy No,CUTOFF,Count_Policy
924489,60068820,80132767,20230131,1
924512,60074550,80133048,20230131,1
924515,60075809,80132655,20230131,1
924517,60048826,80096760,20230131,0
924615,60075549,80131628,20230131,1
925012,60072388,80131746,20230131,1
925015,60007809,80009506,20230131,0
925016,60020956,80044321,20230131,0
925017,60007113,80009285,20230131,0
925022,60076050,80132539,20230131,1
925024,60017377,80037148,20230131,0
925025,60058140,80132856,20230131,1
925027,60009335,80019534,20230131,0
925037,60044563,80088218,20230131,0
925044,60075621,80132203,20230131,1
925051,60018385,80035865,20230131,0
925299,60033072,80072205,20230131,0
925300,60022306,80055719,20230131,0
925339,60033545,80087181,20230131,0
925340,60070872,80131596,20230131,1
925344,60015698,80072259,20230131,0
925350,60069245,80131536,20230131,1
925377,60058990,80131730,20230131,1
925378,60068745,80131747,20230131,1
925383,60073734,80132698,20230131,1
925389,60014232,80026926,20230131,0
925390,60046600,80098664,20230131,0
925446,69999987,80000703,20230131,0
925448,60071080,80131906,20230131,1
925453,60031799,80068029,20230131,0
925454,60074741,80131985,20230131,1
925500,60071286,80131965,20230131,1
925501,60033301,80072391,20230131,0
925505,60070487,80132427,20230131,1
925506,60011633,80019821,20230131,0
925507,60057336,80132564,20230131,1
925509,60075497,80132386,20230131,1
925511,69999985,80000716,20230131,0
925513,60032759,80132596,20230131,1
925522,60074152,80132036,20230131,-1
925529,60069209,80132705,20230131,1
925550,60073749,80132985,20230131,1
925554,60074152,80132036,20230131,1
925559,60057976,80130192,20230131,-1
925564,60059617,80131890,20230131,1
925618,60075517,80132534,20230131,1
925623,60059617,80128841,20230131,-1
925631,60029567,80067480,20230131,0
928794,60005141,80017139,20230131,0
929339,60016900,80043335,20230131,0
932929,60029938,80071878,20230131,0
937441,60006619,80007320,20230131,0
939996,60072038,80131482,20230131,1
940035,60013036,80020954,20230131,0
944755,60045018,80100637,20230131,0
946672,60074918,80129829,20230131,-1
947284,60026119,80060822,20230131,0
947375,60042803,80083231,20230131,0
947382,60072319,80132223,20230131,1
947383,60055371,80101929,20230131,0
947385,60023329,80055549,20230131,0
947756,60017450,80034385,20230131,0
947782,60072528,80128775,20230131,-1
951398,60018798,80036520,20230131,0
951828,60016048,80059662,20230131,0
951835,60021109,80046985,20230131,0
951836,60012735,80055889,20230131,0
951837,60011958,80019455,20230131,0
951838,60046151,80087654,20230131,0
951884,60006743,80009676,20230131,0
951984,60072561,80132283,20230131,1
951987,60075078,80132297,20230131,1
951990,60071711,80132291,20230131,1
951991,60051554,80097242,20230131,0
951994,60023164,80055899,20230131,0
952052,60052711,80103422,20230131,0
952062,60012624,80019691,20230131,0
955312,60037712,80087366,20230131,0
955315,60006377,80008246,20230131,0
955389,60075745,80131476,20230131,1
955468,60022764,80081695,20230131,0
955472,60074548,80132848,20230131,1
955547,60006561,80008668,20230131,0
955549,60074407,80131487,20230131,1
955557,60075863,80131825,20230131,1
955559,60073726,80131635,20230131,1
955560,60014474,80024615,20230131,0
955616,60046253,80127323,20230131,-1
955620,60037677,80073151,20230131,0
955627,60019685,80096446,20230131,0
955890,60073216,80132138,20230131,1
958091,60023858,80054581,20230131,0
958259,60032225,80131434,20230131,1
961412,60007702,80009267,20230131,0
963902,60033910,80096083,20230131,0
963910,60012256,80132623,20230131,1
963915,60036580,80071471,20230131,0
963916,60017785,80035624,20230131,0
963917,60008927,80132084,20230131,0
963918,60034217,80079339,20230131,0
963920,60029391,80071950,20230131,0
963925,60023834,80055535,20230131,0
964140,60054825,80101962,20230131,0
964142,60057866,80132731,20230131,1
964145,60032280,80132541,20230131,1
964151,60008927,80132084,20230131,1
964680,60060637,80116489,20230131,0
964681,60057789,80132313,20230131,1
964690,60074502,80132419,20230131,1
964780,60076051,80132826,20230131,1
964783,60075835,80132387,20230131,1
964794,60074826,80132669,20230131,1
964833,60074117,80132128,20230131,1
964838,60057048,80131731,20230131,1
965848,60026643,80060498,20230131,0
966398,60023343,80071764,20230131,0
966402,60011716,80017365,20230131,0
966403,60030938,80066726,20230131,0
966493,60045701,80099798,20230131,0
966494,60070913,80132814,20230131,1
966497,60055137,80132646,20230131,1
966506,60021978,80095809,20230131,0
966571,60038806,80075517,20230131,0
966574,60050232,80131354,20230131,0
966616,60022988,80055602,20230131,0
966617,60054469,80099411,20230131,0
966622,60071103,80131943,20230131,1
966662,60011529,80019464,20230131,0
966665,60072602,80132351,20230131,1
969912,60075802,80131765,20230131,1
969913,60030293,80066562,20230131,0
969976,60033664,80069826,20230131,0
969988,60012011,80019459,20230131,0
977210,60022768,80055398,20230131,0
977273,60075667,80131504,20230131,1
979743,60044009,80087014,20230131,0
979893,60074148,80131703,20230131,1
979898,60038011,80089819,20230131,0
979902,60013206,80026630,20230131,0
979903,60036167,80082302,20230131,0
979904,60015441,80095985,20230131,0
980200,60027897,80067091,20230131,0
980206,60075806,80131705,20230131,1
980209,60075780,80132657,20230131,1
980215,60074595,80132635,20230131,1
980217,60035173,80072274,20230131,0
980348,60041028,80088022,20230131,0
980351,60035259,80071455,20230131,0
980353,60069367,80133062,20230131,1
980358,60074495,80131850,20230131,1
980537,60019802,80039608,20230131,0
980546,60018465,80036713,20230131,0
980548,60017416,80036999,20230131,0
980723,60056249,80132782,20230131,1
980726,60038011,80091607,20230131,0
980732,60046125,80103388,20230131,0
980738,60030890,80068232,20230131,0
980791,60055017,80102415,20230131,0
980794,60023717,80132542,20230131,1
980795,60076091,80132529,20230131,1
980827,60075993,80132079,20230131,1
980828,60031090,80067874,20230131,0
980830,60057864,80132010,20230131,1
980833,60076011,80132165,20230131,1
980932,60067224,80131173,20230131,-1
981683,60017980,80036871,20230131,0
981684,60010102,80019454,20230131,0
981685,60010957,80132337,20230131,1
981686,60057975,80132444,20230131,1
981691,60033881,80132685,20230131,1
981749,60059352,80127054,20230131,-1
981750,60053115,80130047,20230131,-1
981752,60019156,80037011,20230131,0
981762,60055379,80131598,20230131,1
981763,60071396,80132913,20230131,1
981803,60037497,80132922,20230131,1
981815,60027181,80068400,20230131,0
982567,60034836,80131583,20230131,1
982568,60056562,80126468,20230131,-1
982570,60031457,80066546,20230131,0
982578,60006894,80101529,20230131,0
982613,60058687,80130300,20230131,0
982723,60024904,80072682,20230131,0
982839,69999986,80000540,20230131,0
982851,60057000,80131718,20230131,1
982852,60032522,80068090,20230131,0
994637,60031910,80067585,20230131,0
995827,60075886,80133036,20230131,1
997120,60069820,80132896,20230131,1
997184,60052531,80103457,20230131,0
997192,60058973,80132912,20230131,1
997247,60075410,80132987,20230131,1
997252,60022763,80052270,20230131,0
997254,60067560,80132062,20230131,1
997260,60075604,80132132,20230131,1
997300,60075234,80132058,20230131,1
999230,60073026,80132884,20230131,1
999233,60050824,80101667,20230131,0
999253,60032916,80131509,20230131,1
999263,60031177,80068477,20230131,0
1001691,60015441,80072070,20230131,0
1002125,60032916,80131509,20230131,0
1010584,60039194,80082266,20230131,0
1010587,60035166,80072094,20230131,0
1010588,60019226,80037443,20230131,0
1010636,60016889,80036680,20230131,0
1010638,60053308,80097415,20230131,0
1010640,60031376,80066544,20230131,0
1010680,60067428,80127911,20230131,0
1010681,60075817,80131757,20230131,1
1010682,60074148,80131769,20230131,1
1010683,60075198,80131477,20230131,1
1010684,60006250,80012373,20230131,0
1010686,60039283,80132978,20230131,1
1010828,60075545,80131443,20230131,1
1010843,60016911,80031544,20230131,0
1010884,60075279,80131713,20230131,1
1010886,60022822,80073183,20230131,0
1010895,60068835,80132816,20230131,1
1010896,60025243,80072579,20230131,0
1010897,60039194,80132319,20230131,1
1010900,60053193,80102359,20230131,0
1010904,60033791,80072860,20230131,0
1010915,60035792,80072578,20230131,0
1010918,60069114,80132004,20230131,1
1010941,60041981,80132589,20230131,1
1010946,60014817,80036848,20230131,0
1010952,60031379,80132030,20230131,1
1010954,60067417,80132029,20230131,1
1011704,60029944,80071948,20230131,0
1012780,60018068,80034785,20230131,0
1012781,60027411,80069298,20230131,0
1012787,60005142,80007951,20230131,0
1012789,60054276,80101736,20230131,0
1012957,60042136,80131879,20230131,1
1012965,60029901,80068122,20230131,0
1012967,60026425,80069382,20230131,0
1013007,69999978,80000714,20230131,0
1013009,60024365,80071092,20230131,0
1013014,60010893,80017735,20230131,0
1013017,60051640,80101666,20230131,0
1013019,60033750,80071282,20230131,0
1013298,60024236,80055502,20230131,0
1013299,60018301,80036957,20230131,0
1013304,60017429,80036378,20230131,0
1013308,60040745,80099012,20230131,0
1013309,60041544,80132761,20230131,1
1013312,60070984,80132431,20230131,1
1013387,60074837,80132464,20230131,1
1013391,60038011,80095205,20230131,0
1013422,60021355,80053656,20230131,0
1013434,60022591,80102020,20230131,0
1013455,60023251,80053766,20230131,0
1013459,60017184,80035401,20230131,0
1016759,60010009,80019756,20230131,0
1016814,60074546,80131925,20230131,1
1016818,60075545,80131653,20230131,1
1016886,60075706,80131537,20230131,1
1016994,60023071,80052351,20230131,0
1016995,60057865,80110525,20230131,0
1016997,60021820,80071763,20230131,0
1016998,60023717,80101178,20230131,0
1017002,60021583,80055037,20230131,0
1017004,60037261,80071491,20230131,0
1017010,60075492,80131964,20230131,1
1017100,60026018,80059173,20230131,0
1017103,60027530,80067357,20230131,0
1017113,60039464,80097354,20230131,0
1017158,60012418,80019809,20230131,0
1017163,60075975,80132972,20230131,1
1017164,60018887,80037107,20230131,0
1017217,60031835,80068580,20230131,0
1017224,60058748,80132369,20230131,1
1017227,60058060,80132463,20230131,1
1017270,60011975,80025427,20230131,0
1017271,60014977,80096014,20230131,0
1017279,60070507,80128403,20230131,0
1017320,60074119,80132070,20230131,1
1019340,60023058,80069836,20230131,0
1019379,60006255,80008356,20230131,0
1019380,60022691,80055893,20230131,0
1019389,60025432,80071959,20230131,0
1019473,60011112,80018772,20230131,0
1019474,60074141,80132751,20230131,1
1019477,60062474,80131788,20230131,1
1019480,60075782,80132656,20230131,1
1019534,60071477,80131620,20230131,1
1019538,60004948,80009143,20230131,0
1019539,60030434,80072073,20230131,0
1019546,60028805,80067008,20230131,0
1019586,60051901,80101823,20230131,0
1019589,60009008,80012495,20230131,0
1019593,60041304,80098785,20230131,0
1019596,60072042,80131993,20230131,1
1019599,60041262,80103584,20230131,0
1019600,60032195,80071396,20230131,0
1019839,60076071,80132553,20230131,1
1019844,60072359,80132760,20230131,1
1019954,60049108,80097478,20230131,0
1019960,60076113,80132576,20230131,1
1019967,60052601,80101710,20230131,0
1020022,60055712,80102218,20230131,0
1020031,60067414,80132046,20230131,1
1020033,60076030,80132201,20230131,1
1024057,60076012,80132788,20230131,1
1024058,60069367,80131532,20230131,1
1024067,60044305,80098779,20230131,0
1024128,60021471,80046764,20230131,0
1024129,60023535,80055848,20230131,0
1024135,60076030,80132213,20230131,1
1024206,60015249,80055808,20230131,0
1024210,60034709,80072252,20230131,0
1024217,60073060,80132311,20230131,1
1024218,60004849,80004279,20230131,0
1024219,60075659,80132338,20230131,1
1024220,60053203,80101818,20230131,0
1024262,60074534,80132249,20230131,1
1024270,60023164,80055898,20230131,0
1024272,60075799,80132192,20230131,1
1024345,60062237,80132639,20230131,1
1024355,60067700,80132740,20230131,1
1024356,60027719,80066883,20230131,0
1024440,60023595,80054991,20230131,0
1024443,60032526,80066941,20230131,0
1024469,60058262,80132131,20230131,1
1026041,60017467,80034478,20230131,0
1026321,60071992,80131423,20230131,1
1027350,60036860,80072245,20230131,0
1027389,60023493,80054268,20230131,0
1027390,60015584,80036532,20230131,0
1027391,60053047,80131533,20230131,1
1027396,60023963,80055573,20230131,0
1027478,60029412,80066765,20230131,0
1027487,60062475,80131647,20230131,1
1027735,60075805,80131712,20230131,1
1027737,60075268,80131733,20230131,1
1027738,60070793,80132992,20230131,1
1027742,60074503,80131784,20230131,1
1027743,60001069,80001577,20230131,0
1027747,60035181,80131822,20230131,1
1027836,60071008,80131855,20230131,1
1027993,60026865,80071089,20230131,0
1028797,60075802,80131783,20230131,1
1028798,60056087,80102703,20230131,0
1028799,60036163,80070854,20230131,0
1028804,60043588,80082503,20230131,0
1028895,60021255,80054751,20230131,0
1028902,60032847,80066959,20230131,0
1028903,60043093,80126641,20230131,-1
1028943,60073042,80129730,20230131,1
1028945,60057169,80132012,20230131,1
1028948,60059361,80132712,20230131,1
1028953,60071204,80132746,20230131,1
1029013,60075147,80132136,20230131,1
1029017,60073042,80129730,20230131,0
1029018,60075657,80132456,20230131,1
1029028,60031524,80072017,20230131,0
1029054,60069207,80132159,20230131,1
1033948,60032916,80131510,20230131,1
1034070,60009632,80018768,20230131,0
1034073,60023038,80052325,20230131,0
1039990,60032715,80066806,20230131,0
1040119,60011576,80018930,20230131,0
1040560,60031223,80072529,20230131,0
1040561,60038818,80131270,20230131,1
1040727,60036028,80071094,20230131,0
1040730,60041262,80086839,20230131,0
1040736,60008927,80131701,20230131,1
1040794,60072718,80131577,20230131,1
1040804,60074577,80131475,20230131,1
1040808,60068474,80131637,20230131,1
1040830,60022495,80055453,20230131,0
1040837,60055614,80132009,20230131,1
1040838,60026067,80060714,20230131,0
1040846,60026111,80058690,20230131,0
1040849,60034632,80072724,20230131,0
1040851,60054609,80101335,20230131,0
1040854,60028650,80068769,20230131,0
1040857,60036827,80081513,20230131,0
1040884,60018218,80033682,20230131,0
1040890,60044366,80101803,20230131,0
1040895,60023248,80055301,20230131,0
1040896,60023084,80073666,20230131,0
1040967,60019410,80132421,20230131,1
1040971,60075838,80132206,20230131,1
1040972,60074090,80132779,20230131,1
1040973,60068634,80132501,20230131,1
1041030,60074488,80131700,20230131,1
1041034,60069114,80132075,20230131,1
1041036,60075183,80131665,20230131,1
1041333,60071359,80132301,20230131,1
1041334,60059981,80130932,20230131,-1
1041335,60063054,80132155,20230131,1
1041336,60021978,80132454,20230131,1
1041340,60069131,80132554,20230131,1
1041342,60062317,80132711,20230131,1
1042180,60075632,80131609,20230131,1
1042185,69999973,80000813,20230131,0
1042191,60025248,80068623,20230131,0
1042251,60009601,80017047,20230131,0
1042252,60068309,80132654,20230131,1
1042256,60076125,80132898,20230131,1
1042260,60075778,80131923,20230131,1
1042316,60030677,80067251,20230131,0
1042318,60057593,80127986,20230131,0
1042319,60045676,80101893,20230131,0
1042324,60055919,80132000,20230131,1
1042461,60023608,80055599,20230131,0
1042462,60015277,80035862,20230131,0
1042491,60057930,80132585,20230131,1
1042501,60000908,80102253,20230131,0
1049513,60035164,80072004,20230131,0
1049521,60036514,80070275,20230131,0
1049548,60009481,80072467,20230131,0
1049550,60009082,80012460,20230131,0
1049551,60011973,80019375,20230131,0
1049553,60032887,80072076,20230131,0
1049555,60051692,80096307,20230131,0
1049556,60040659,80083783,20230131,0
1049634,60009409,80019640,20230131,0
1049636,60022590,80054567,20230131,0
1049637,60019306,80037466,20230131,0
1049639,60075669,80132784,20230131,1
1049648,60072990,80131572,20230131,1
1049649,60075817,80131830,20230131,1
1049667,60069645,80132672,20230131,1
1049672,60068104,80131656,20230131,1
1049679,60033657,80070448,20230131,0
1049683,60017310,80032418,20230131,0
1049684,60008667,80013911,20230131,0
1049704,60016349,80072513,20230131,0
1050720,60015831,80036449,20230131,0
1056871,60020840,80043192,20230131,0
1060608,60018668,80131579,20230131,1
1060717,60076011,80132169,20230131,1
1060724,60052549,80101954,20230131,0
1060732,60075317,80131810,20230131,1
1060733,60075844,80131978,20230131,1
1060739,60049228,80132015,20230131,1
1060740,60007717,80009187,20230131,0
1060743,60037350,80071958,20230131,0
1060749,60031915,80071974,20230131,0
1061495,60072713,80131143,20230131,-1
1061500,60033235,80071204,20230131,0
1061590,60022359,80102974,20230131,0
1061597,60033235,80084781,20230131,0
1061599,60071321,80132947,20230131,1
1061604,60002065,80001778,20230131,0
1061607,60075213,80133061,20230131,1
1061666,60075444,80131271,20230131,-1
1062771,60015441,80036090,20230131,0
1062772,60016997,80036788,20230131,0
1062845,60021769,80058717,20230131,0
1062848,60033636,80069926,20230131,0
1062849,60032916,80131510,20230131,0
1062850,60018026,80033833,20230131,0
1062976,60055465,80101884,20230131,0
1063035,60067453,80132836,20230131,1
1063038,60058404,80131876,20230131,1
1063039,60058844,80132929,20230131,1
1063046,60032737,80067103,20230131,0
1063050,60057385,80114773,20230131,0
1063051,60009025,80013697,20230131,0
1063088,60057289,80131840,20230131,1
1063091,60041775,80102299,20230131,0
1063177,60021752,80052556,20230131,0
1063185,60050927,80132008,20230131,1
1063189,60002504,80069073,20230131,0
1063194,60069421,80128226,20230131,0
1063196,60045120,80086867,20230131,0
1063201,60008637,80013318,20230131,0
1063202,60019374,80037588,20230131,0
1063206,60076077,80132277,20230131,1
1063246,60023201,80055710,20230131,0
1063248,60037661,80073121,20230131,0
1063257,60074831,80132815,20230131,1
1063259,60070747,80132984,20230131,1
1063267,60075510,80132255,20230131,1
1063269,60072474,80132473,20230131,1
1063270,60075747,80132526,20230131,1
1063317,60073120,80132384,20230131,1
1063319,60069713,80132931,20230131,1
1063320,60058263,80132363,20230131,1
1063331,60019373,80037283,20230131,0
1063336,60011006,80016000,20230131,0
1063435,60070747,80133021,20230131,1
1063450,60058295,80132593,20230131,1
1063479,60044725,80128739,20230131,0
1063485,60028393,80067605,20230131,0
1063569,60074412,80132909,20230131,1
1066628,60019685,80096444,20230131,0
1066634,60022528,80054121,20230131,0
1066647,60047665,80101387,20230131,0
1066659,60034800,80070910,20230131,0
1066660,60022354,80097293,20230131,0
1066662,60008809,80013585,20230131,0
1066663,60046183,80086860,20230131,0
1066674,60057290,80131623,20230131,1
1066924,60067560,80131794,20230131,1
1066928,60022547,80098555,20230131,0
1067506,60050279,80132331,20230131,1
1067511,60071836,80132683,20230131,1
1067515,60057335,80132552,20230131,1
1067516,60016969,80053418,20230131,0
1067518,60071316,80131180,20230131,-1
1067519,60020911,80046713,20230131,0
1067523,60010894,80019609,20230131,0
1067543,60074676,80132107,20230131,1
1067545,60075988,80132633,20230131,1
1067547,60007708,80132224,20230131,1
1067550,60007708,80132224,20230131,0
1067639,60004928,80011453,20230131,0
1067735,60041302,80132756,20230131,1
1067737,60060671,80131553,20230131,1
1067742,60003542,80036542,20230131,0
1067743,60001780,80001717,20230131,0
1067805,60014027,80097221,20230131,0
1067806,60014232,80023584,20230131,0
1067807,60030218,80069285,20230131,0
1067808,60031386,80101596,20230131,0
1067812,60075422,80132288,20230131,1
1067817,60039827,80101561,20230131,0
1067866,60001015,80009534,20230131,0
1067868,60024666,80073137,20230131,0
1067911,60069836,80132883,20230131,1
1067915,60057331,80132323,20230131,1
1067923,60075263,80132492,20230131,1
1067962,60073069,80132500,20230131,1
1068173,60074792,80132045,20230131,1
1068176,60055891,80132231,20230131,1
1072326,60006569,80025615,20230131,0
1072348,60022591,80071934,20230131,0
1072445,60017326,80036385,20230131,0
1080025,60017340,80036456,20230131,0
1080404,60023135,80086848,20230131,0
1080406,60033498,80081726,20230131,0
1080439,60023323,80052551,20230131,0
1080440,60041567,80101191,20230131,0
1080444,60073275,80131885,20230131,1
1080446,60008938,80072237,20230131,0
1080468,60055194,80131298,20230131,-1
1080470,60016302,80044241,20230131,0
1080472,60037679,80072995,20230131,0
1080484,60008440,80017472,20230131,0
1080485,60027908,80068347,20230131,0
1080539,60052230,80096458,20230131,0
1080583,60021769,80058529,20230131,0
1080584,60009169,80015443,20230131,0
1080587,60069757,80132209,20230131,1
1080588,60033235,80102938,20230131,0
1080589,60075787,80132664,20230131,1
1080609,60068160,80132404,20230131,1
1080614,60045802,80087591,20230131,0
1080618,60054015,80098553,20230131,0
1080649,60006885,80011879,20230131,0
1080658,60066784,80132126,20230131,1
1080683,60027952,80131928,20230131,1
1080719,60020680,80055166,20230131,0
1080720,60055972,80130748,20230131,-1
1080727,60076006,80132619,20230131,1
1080752,60025734,80059051,20230131,0
1084700,60024304,80130850,20230131,-1
1085831,60009754,80014028,20230131,0
1092644,60053789,80099576,20230131,0
1092645,60011925,80020039,20230131,0
1092646,60023760,80055150,20230131,0
1092647,60032411,80068710,20230131,0
1092648,60020717,80052607,20230131,0
1092649,60059132,80132584,20230131,1
1092721,60074111,80132936,20230131,1
1092726,60073781,80131970,20230131,1
1092728,60018764,80036753,20230131,0
1092732,60042670,80130299,20230131,0
1092738,60053465,80097954,20230131,0
1092742,60061923,80132686,20230131,1
1094833,60046600,80096115,20230131,0
1094839,60074031,80131517,20230131,1
1094845,60031752,80072864,20230131,0
1095012,60062229,80132809,20230131,1
1095014,60019099,80053357,20230131,0
1095023,60033122,80071408,20230131,0
1095087,60019461,80051290,20230131,0
1095090,60011716,80017650,20230131,0
1095408,60075527,80131899,20230131,1
1095415,60022448,80055477,20230131,0
1095416,60030398,80070260,20230131,0
1100721,60018029,80036371,20230131,0
1102080,60017835,80032908,20230131,0
1102082,60014700,80033862,20230131,0
1102086,60016945,80036508,20230131,0
1102089,60035507,80072050,20230131,0
1102109,60052052,80099697,20230131,0
1102110,60018994,80036704,20230131,0
1102111,60018797,80041545,20230131,0
1102140,60023606,80055566,20230131,0
1102144,60072701,80131744,20230131,1
1102149,60004663,80067346,20230131,0
1102190,60042492,80081823,20230131,0
1102191,60069095,80131922,20230131,1
1102196,60006707,80073438,20230131,0
1102225,60046812,80087623,20230131,0
1102226,60016434,80035164,20230131,0
1102227,60043211,80132151,20230131,1
1102237,60008637,80013320,20230131,0
1102238,60069029,80132641,20230131,1
1102239,60027719,80098614,20230131,0
1102241,60025007,80128884,20230131,0
1102242,60073161,80132823,20230131,1
1102246,60007708,80067057,20230131,0
1102250,60007365,80009385,20230131,0
1102267,60017459,80034557,20230131,0
1103147,60075206,80132831,20230131,1
1103152,60058126,80131823,20230131,1
1103153,60030705,80131470,20230131,1
1103165,60023312,80055392,20230131,0
1103166,60075275,80131523,20230131,1
1103167,60060470,80131090,20230131,0
1103168,60032290,80132226,20230131,1
1103176,60073698,80129625,20230131,-1
1103180,60071856,80131944,20230131,1
1103185,60009248,80012569,20230131,0
1103186,60018211,80034458,20230131,0
1103187,60068733,80132399,20230131,1
1103190,60040620,80103085,20230131,0
1103192,60057789,80132289,20230131,1
1103195,60018668,80130425,20230131,-1
1103197,60070507,80132446,20230131,1
1103473,60075183,80132494,20230131,1
1103482,60074488,80132038,20230131,1
1103484,60074144,80132121,20230131,1
1103489,60033394,80072466,20230131,0
1103504,60022750,80059734,20230131,0
1104855,60016893,80036557,20230131,0
1105054,60023263,80054034,20230131,0
1105055,60010009,80020113,20230131,0
1105646,60036378,80072162,20230131,0
1111568,60032677,80066569,20230131,0
1111569,60074534,80131505,20230131,1
1111575,60033270,80073335,20230131,0
1111620,60028269,80073575,20230131,0
1111627,60046124,80089295,20230131,0
1111635,60058739,80110473,20230131,0
1111636,60071314,80129642,20230131,0
1111637,60073832,80131308,20230131,1
1111680,69999989,80000718,20230131,0
1111681,60006561,80009245,20230131,0
1111682,60075374,80133039,20230131,1
1111730,60075642,80131480,20230131,1
1111737,60043203,80083752,20230131,0
1111816,60059147,80131996,20230131,1
1111817,60020717,80052599,20230131,0
1111818,60059672,80131918,20230131,1
1111819,60017374,80034037,20230131,0
1111824,60059672,80131939,20230131,1
1111904,60033636,80069358,20230131,0
1111906,60023530,80060950,20230131,0
1111908,60076066,80132774,20230131,1
1111909,60033235,80072743,20230131,0
1111910,60019707,80132897,20230131,1
1113798,60031376,80066545,20230131,0
1116166,60018496,80035286,20230131,0
1118673,60045760,80098663,20230131,0
1121350,60006422,80011735,20230131,0
1125970,60011277,80017520,20230131,0
1136447,60069316,80131612,20230131,1
1136476,60006188,80009081,20230131,0
1136477,60026954,80068814,20230131,0
1136481,69999988,80000301,20230131,0
1136523,60007696,80020172,20230131,0
1136526,60051901,80101822,20230131,0
1136538,60032959,80101984,20230131,0
1136574,60008691,80015458,20230131,0
1136579,60009100,80068010,20230131,0
1136582,60029008,80071259,20230131,0
1136589,60020190,80052608,20230131,0
1136595,60033979,80072045,20230131,0
1136605,60066517,80132642,20230131,1
1136606,60037579,80072830,20230131,0
1136628,60032273,80072651,20230131,0
1136631,60031212,80102787,20230131,0
1136633,60076129,80132757,20230131,1
1136634,60075221,80132805,20230131,1
1136636,60036079,80102600,20230131,0
1136641,60023312,80052579,20230131,0
1136682,60058727,80132102,20230131,1
1136687,60074123,80132910,20230131,1
1136689,60005674,80019461,20230131,0
1136698,69999983,80000743,20230131,0
1136699,60071761,80132568,20230131,1
1136700,60041068,80103574,20230131,0
1136704,60076006,80132618,20230131,1
1136809,60026018,80071614,20230131,0
1136991,60068331,80132210,20230131,1
1138426,60069020,80133032,20230131,1
1138465,60021480,80046349,20230131,0
1138533,60012018,80019469,20230131,0
1138534,60071342,80131145,20230131,0
1138543,60012232,80019366,20230131,0
1138554,60072553,80131424,20230131,1
1138555,60026640,80072279,20230131,0
1138564,60023247,80055331,20230131,0
1138567,60020925,80052473,20230131,0
1138571,60002008,80001822,20230131,0
1138577,60056020,80102480,20230131,0
1138580,60038011,80091655,20230131,0
1138583,60004288,80004202,20230131,0
1138589,60001781,80001708,20230131,0
1138593,60071492,80131574,20230131,1
1138594,60032887,80067201,20230131,0
1138598,60074741,80131862,20230131,1
1138600,60021270,80058927,20230131,0
1138601,60071492,80131569,20230131,1
1138602,69999985,80000717,20230131,0
1138615,60075805,80131762,20230131,1
1138616,60069130,80132715,20230131,1
1138617,60075419,80132982,20230131,1
1138625,60012970,80036722,20230131,0
1138628,60022354,80066740,20230131,0
1138635,60026111,80058687,20230131,0
1138636,60074052,80129620,20230131,-1
1138638,60062477,80131792,20230131,1
1138639,60033964,80074168,20230131,0
1138653,60071023,80127120,20230131,-1
1138656,60019102,80037072,20230131,0
1138657,60023890,80055654,20230131,0
1138660,60012169,80019446,20230131,0
1138661,60018883,80036772,20230131,0
1138664,60067414,80131920,20230131,1
1138672,60034461,80071780,20230131,0
1138734,60065153,80114544,20230131,0
1138735,60071490,80131689,20230131,1
1138736,60022519,80054753,20230131,0
1138742,60076014,80133027,20230131,1
1138782,60013928,80023778,20230131,0
1138783,60071516,80132871,20230131,1
1138788,60036079,80102579,20230131,0
1138794,60020906,80045351,20230131,0
1138798,60074407,80132261,20230131,1
1138906,60011128,80017717,20230131,0
1138908,60011716,80017346,20230131,0
1138909,60072385,80132577,20230131,1
1138914,60028068,80073304,20230131,0
1138960,60037756,80073215,20230131,0
1142781,60068108,80132875,20230131,1
1142785,60031486,80071700,20230131,0
1142795,60032454,80072284,20230131,0
1146903,60054091,80099050,20230131,0
1146913,60018577,80035167,20230131,0
1146924,60027473,80061473,20230131,0
1147488,60029811,80067750,20230131,0
1147579,60028292,80097151,20230131,0
1147583,60001894,80054127,20230131,0
1147585,60037485,80072225,20230131,0
1147681,60027865,80061799,20230131,0
1147735,60041567,80101416,20230131,0
1147740,60075827,80132649,20230131,1
1147848,60044305,80102240,20230131,0
1147948,60007213,80009627,20230131,0
1147954,60030320,80102616,20230131,0
1147956,60031402,80067924,20230131,0
1147957,60028661,80066904,20230131,0
1147958,60019093,80036930,20230131,0
1147959,60012551,80036571,20230131,0
1147998,60033215,80067723,20230131,0
1147999,60018341,80035189,20230131,0
1148000,60074550,80132752,20230131,1
1148003,60071855,80130080,20230131,0
1148004,60024286,80055661,20230131,0
1148005,60049391,80097144,20230131,0
1148006,60075909,80132189,20230131,1
1148012,60040264,80084216,20230131,0
1148079,60002113,80010189,20230131,0
1148428,60026528,80073000,20230131,0
1148432,60070720,80132948,20230131,1
1154033,60032677,80066568,20230131,0
1154648,60041062,80100201,20230131,0
1154955,60023861,80054171,20230131,0
1169082,60058138,80132872,20230131,1
1169087,60011794,80017688,20230131,0
1169088,60017548,80101515,20230131,0
1169132,60051596,80096530,20230131,0
1169137,60010910,80017547,20230131,0
1169170,60036996,80072222,20230131,0
1169230,60027069,80131215,20230131,0
1169231,60075277,80131677,20230131,1
1169241,60023323,80052553,20230131,0
