,Policy No,Count_Policy
1865,80000448,
1866,80000453,
1867,80000455,
1868,80000518,
1869,80000584,
1870,80000748,
1871,80000749,
1872,80000875,
1873,80000924,
1874,80000958,
1875,80000960,
1876,80000962,
1877,80000965,
1878,80001443,
1879,80001666,
1880,80001715,
1881,80001745,
1882,80001748,
1883,80001797,
1884,80001874,
1885,80001904,
1886,80001920,
1887,80001980,
1888,80002005,
1889,80002006,
1890,80002029,
1891,80002184,
1892,80002192,
1893,80002722,
1894,80002780,
1895,80002874,
1896,80002997,
1897,80002998,
1898,80003025,
1899,80003446,
1900,80003597,
1901,80003605,
1902,80003780,
1903,80003793,
1904,80003799,
1905,80003882,
1906,80003931,
1907,80003988,
1908,80004022,
1909,80004172,
1910,80004179,
1911,80004472,
1912,80004701,
1913,80004708,
1914,80004748,
1915,80004799,
1916,80004961,
1917,80005036,
1918,80005535,
1919,80005594,
1920,80005901,
1921,80005903,
1922,80006199,
1923,80006379,
1924,80006396,
1925,80006427,
1926,80006462,
1927,80006482,
1928,80006519,
1929,80006521,
1930,80007013,
1931,80007018,
1932,80007150,
1933,80007209,
1934,80007951,0.0
1935,80008448,
1936,80008678,
1937,80008991,0.0
1938,80009384,
1939,80009393,
1940,80009405,
1941,80009502,
1942,80009514,
1943,80009533,
1944,80009674,
1945,80009691,
1946,80010087,
1947,80010109,
1948,80010214,
1949,80010224,
1950,80010299,
1951,80010328,
1952,80010330,
1953,80010376,
1954,80010684,
1955,80012224,
1956,80012309,
1957,80012512,
1958,80012546,
1959,80013544,
1960,80013776,
1961,80014208,
1962,80014479,
1963,80014493,
1964,80014517,
1965,80014846,
1966,80015517,
1967,80015602,
1968,80016602,
1969,80016853,
1970,80016854,
1971,80017422,
1972,80018065,
1973,80018080,
1974,80018386,
1975,80018466,
1976,80018467,
1977,80018470,
1978,80020126,
1979,80021009,
1980,80021012,
1981,80021583,
1982,80021590,
1983,80021696,
1984,80021724,
1985,80021884,
1986,80022088,
1987,80022210,
1988,80022291,
1989,80022378,
1990,80022462,
1991,80022789,
1992,80023397,
1993,80023398,
1994,80023656,
1995,80023658,
1996,80023685,
1997,80023704,
1998,80024075,
1999,80024097,
2000,80024613,
2001,80024690,
2002,80025024,
2003,80025516,
2004,80025572,
2005,80026085,
2006,80026400,
2007,80026412,
2008,80026547,0.0
2009,80026630,0.0
2010,80026995,
2011,80027117,
2012,80027214,
2013,80027362,
2014,80027727,
2015,80028445,
2016,80028477,
2017,80028874,
2018,80028887,
2019,80028891,
2020,80029012,
2021,80029383,
2022,80030242,
2023,80031746,
2024,80031750,
2025,80032209,
2026,80032256,
2027,80032285,
2028,80032287,
2029,80032289,
2030,80034037,0.0
2031,80034326,
2032,80034370,
2033,80034722,
2034,80037150,0.0
2035,80037649,
2036,80039248,
2037,80041405,
2038,80041560,
2039,80043216,
2040,80043418,
2041,80044364,
2042,80044574,
2043,80044577,
2044,80044651,
2045,80045114,
2046,80045487,
2047,80049036,
2048,80050011,
2049,80050955,
2050,80050958,
2051,80051975,
2052,80053645,
2053,80053681,
2054,80053682,
2055,80053683,
2056,80055868,0.0
2057,80056001,
2058,80068778,
2059,80069592,
2060,80070840,0.0
2061,80071717,
2062,80073009,
2063,80076012,
2064,80076129,
2065,80076425,
2066,80076426,
2067,80076427,
2068,80076436,
2069,80076747,
2070,80076892,
2071,80077114,
2072,80079364,
2073,80080934,
2074,80081991,
2075,80094665,
2076,80001718,
2077,80001828,
2078,80002114,
2079,80002127,
2080,80002212,
2081,80002342,
2082,80002357,
2083,80002363,
2084,80002364,
2085,80002365,
2086,80002366,
2087,80002367,
2088,80002368,
2089,80002378,
2090,80002441,
2091,80002452,
2092,80002763,
2093,80002764,
2094,80002856,
2095,80002859,
2096,80002860,
2097,80002866,
2098,80003293,
2099,80003299,
2100,80004367,
2101,80004373,
2102,80004381,
2103,80004382,
2104,80004385,
2105,80004433,
2106,80004437,
2107,80004444,
2108,80004446,
2109,80004448,
2110,80005127,
2111,80005142,
2112,80005193,
2113,80005200,
2114,80005202,
2115,80005326,
2116,80005336,
2117,80005345,
2118,80005360,
2119,80005362,
2120,80005363,
2121,80005366,
2122,80005369,
2123,80005370,
2124,80005381,
2125,80005395,
2126,80005818,
2127,80005885,
2128,80006309,
2129,80006312,
2130,80006313,
2131,80006317,
2132,80006319,
2133,80006320,
2134,80006322,
2135,80006326,
2136,80006328,
2137,80006329,
2138,80006336,
2139,80006730,
2140,80006746,
2141,80006761,
2142,80006769,
2143,80006784,
2144,80006920,
2145,80006925,
2146,80006938,
2147,80006947,
2148,80006952,
2149,80006955,
2150,80002122,
2151,80001402,
2152,80001413,
2153,80001416,
2154,80001330,
2155,80001331,
2156,80003425,
2157,80003510,
2158,80003593,
2159,80004188,
2160,80008210,
2161,80009015,
2162,80009034,
2163,80009045,0.0
2164,80009699,
2165,80009714,
2166,80010415,
2167,80011152,
2168,80011678,
2169,80012385,
2170,80012387,
2171,80012587,
2172,80014481,
2173,80023302,
2174,80023514,
2175,80049706,
2176,80055865,0.0
2177,80081261,
2178,80001541,
2179,80001579,
2180,80001589,
2181,80003950,
2182,80006853,
2183,80007985,
2184,80002121,
2185,80002125,
2186,80002510,
2187,80003017,
2188,80003029,
2189,80003040,
2190,80003070,
2191,80003245,
2192,80004824,
2193,80004992,
2194,80007905,
2195,80008302,
2196,80009004,
2197,80010728,
2198,80012463,
2199,80013833,
2200,80041265,
2201,80042229,
2202,80050448,
2203,80062051,
2204,80094659,
2205,80118018,
2206,80001394,
2207,80001395,
2208,80001398,
2209,80001400,
2210,80001401,
2211,80001403,
2212,80001404,
2213,80001629,
2214,80001823,
2215,80001825,
2216,80001829,
2217,80001834,
2218,80001879,
2219,80001880,
2220,80001881,
2221,80001912,
2222,80002094,
2223,80002100,
2224,80002104,
2225,80002105,
2226,80002107,
2227,80002112,
2228,80002758,
2229,80002772,
2230,80002861,
2231,80002864,
2232,80003153,
2233,80003156,
2234,80003287,
2235,80003288,
2236,80003292,
2237,80003295,
2238,80003301,
2239,80003313,
2240,80003319,
2241,80003542,
2242,80003543,
2243,80003544,
2244,80003546,
2245,80003553,
2246,80003554,
2247,80003555,
2248,80003557,
2249,80003558,
2250,80003559,
2251,80003875,
2252,80003886,
2253,80003897,
2254,80004003,
2255,80004593,
2256,80001806,
2257,80001593,
2258,80001779,
2259,80002995,
2260,80002081,
2261,80001247,
2262,80003244,
2263,80003831,
2264,80003837,
2265,80001591,
2266,80002137,
2267,80001494,
2268,80001500,
2269,80001490,
2270,80001653,
2271,80005018,
2272,80005729,
2273,80006527,
2274,80007146,
2275,80007912,
2276,80003855,
2277,80005466,
2278,80006100,
2279,80006511,
2280,80007143,
2281,80007903,
2282,80001636,
2283,80001638,
2284,80001895,
2285,80001937,
2286,80001974,
2287,80001975,
2288,80001977,
2289,80002306,
2290,80002320,
2291,80002336,
2292,80002550,
2293,80002634,
2294,80002635,
2295,80002795,
2296,80003144,
2297,80003145,
2298,80003146,
2299,80003375,
2300,80003379,
2301,80003730,
2302,80003735,
2303,80003744,
2304,80003790,
2305,80001637,
2306,80001639,
2307,80001935,
2308,80001976,
2309,80001979,
2310,80002313,
2311,80002322,
2312,80002334,
2313,80002632,
2314,80002752,
2315,80002776,
2316,80003147,
2317,80003148,
2318,80003151,
2319,80003371,
2320,80003373,
2321,80003764,
2322,80003766,
2323,80003877,
2324,80003898,
2325,80003914,
2326,80001710,
2327,80001711,
2328,80001727,
2329,80001728,
2330,80002016,
2331,80002049,
2332,80002323,
2333,80002326,
2334,80002549,
2335,80002664,
2336,80002672,
2337,80003388,
2338,80003394,
2339,80003399,
2340,80003829,
2341,80003834,
2342,80003841,
2343,80003993,
2344,80004049,
2345,80001784,
2346,80001787,
2347,80002003,
2348,80002037,
2349,80002432,
2350,80002458,
2351,80002744,
2352,80002784,
2353,80002801,
2354,80003285,
2355,80003328,
2356,80003874,
2357,80003960,
2358,80003989,
2359,80003995,
2360,80003998,
2361,80004466,
2362,80005458,
2363,80006097,
2364,80001786,
2365,80001808,
2366,80002000,
2367,80002002,
2368,80002434,
2369,80002437,
2370,80002706,
2371,80002768,
2372,80003281,
2373,80003400,
2374,80003954,
2375,80003964,
2376,80004085,
2377,80004087,
2378,80001681,
2379,80001729,
2380,80002004,
2381,80002010,
2382,80002417,
2383,80002433,
2384,80002756,
2385,80003391,
2386,80003402,
2387,80003959,
2388,80003962,
2389,80003977,
2390,80004018,
2391,80004026,
2392,80004070,
2393,80004090,
2394,80002765,
2395,80001678,
2396,80001753,
2397,80004230,
2398,80004238,
2399,80004272,
2400,80004863,
2401,80005229,
2402,80005961,
2403,80006215,
2404,80006229,
2405,80006245,
2406,80001726,
2407,80001751,
2408,80001793,
2409,80001794,
2410,80002013,
2411,80002018,
2412,80002254,
2413,80002255,
2414,80002256,
2415,80002401,
2416,80002410,
2417,80002618,
2418,80002619,
2419,80002637,
2420,80002656,
2421,80002803,
2422,80002805,
2423,80002807,
2424,80002809,
2425,80002826,
2426,80003282,
2427,80003284,
2428,80003310,
2429,80003368,
2430,80003374,
2431,80003378,
2432,80003383,
2433,80003384,
2434,80003385,
2435,80003386,
2436,80003390,
2437,80003393,
2438,80003395,
2439,80003396,
2440,80003397,
2441,80003401,
2442,80003683,
2443,80003740,
2444,80003880,
2445,80003887,
2446,80003895,
2447,80003908,
2448,80003929,
2449,80003947,
2450,80003967,
2451,80003971,
2452,80003973,
2453,80003997,
2454,80004002,
2455,80004029,
2456,80004031,
2457,80004035,
2458,80004041,
2459,80004048,
2460,80004052,
2461,80004060,
2462,80004076,
2463,80004083,
2464,80004096,
2465,80004412,
2466,80004435,
2467,80004506,
2468,80004660,
2469,80004667,
2470,80004671,
2471,80003911,
2472,80003957,
2473,80004012,
2474,80004032,
2475,80004045,
2476,80004051,
2477,80004610,
2478,80004614,
2479,80005168,
2480,80005169,
2481,80005469,
2482,80005472,
2483,80014531,
2484,80002850,
2485,80001877,
2486,80003592,
2487,80001523,
2488,80002587,
2489,80001641,
2490,80034120,
2491,80036109,
2492,80037510,
2493,80002182,
2494,80003129,
2495,80003283,
2496,80007742,
2497,80007885,
2498,80008415,
2499,80008416,
2500,80008419,
2501,80008530,
2502,80008540,
2503,80008549,
2504,80008572,
2505,80008712,
2506,80008726,
2507,80008771,
2508,80008799,
2509,80008973,
2510,80009057,
2511,80009379,
2512,80009411,
2513,80009412,
2514,80009417,
2515,80009549,
2516,80010804,
2517,80011326,
2518,80011335,
2519,80011352,
2520,80011865,
2521,80012130,
2522,80012223,
2523,80012310,
2524,80012451,
2525,80013741,
2526,80013912,
2527,80013986,
2528,80014522,
2529,80015259,
2530,80016920,
2531,80016921,
2532,80017497,
2533,80017500,
2534,80017515,
2535,80017584,
2536,80017602,
2537,80018199,
2538,80019367,
2539,80020171,
2540,80020941,
2541,80020943,
2542,80020946,
2543,80024202,
2544,80003987,
2545,80001768,
2546,80001769,
2547,80001772,
2548,80002542,
2549,80001951,
2550,80002508,
2551,80006807,
2552,80006810,
2553,80008479,
2554,80008481,
2555,80001739,
2556,80002063,
2557,80002064,
2558,80002288,
2559,80002308,
2560,80002687,
2561,80002716,
2562,80003124,
2563,80003822,
2564,80004937,
2565,80005975,
2566,80008187,
2567,80002060,
2568,80001970,
2569,80002211,
2570,80002566,
2571,80003392,
2572,80002035,
2573,80002133,
2574,80001674,
2575,80001824,
2576,80002628,
2577,80002299,
2578,80002301,
2579,80002304,
2580,80002332,
2581,80002674,
2582,80002685,
2583,80003113,
2584,80003986,
2585,80004253,
2586,80005979,
2587,80006871,
2588,80007717,
2589,80008483,
2590,80008615,
2591,80001827,
2592,80005866,
2593,80005226,
2594,80005966,
2595,80006771,
2596,80007720,
2597,80008099,
2598,80002213,
2599,80002948,
2600,80004126,
2601,80001672,
2602,80002085,
2603,80002191,
2604,80001650,
2605,80001703,
2606,80002140,
2607,80002504,
2608,80004672,
2609,80004691,
2610,80004697,
2611,80004698,
2612,80004804,
2613,80004805,
2614,80004806,
2615,80004807,
2616,80004808,
2617,80005598,
2618,80006170,
2619,80006176,
2620,80008009,
2621,80008743,
2622,80009067,
2623,80001792,
2624,80001795,
2625,80002012,
2626,80002042,
2627,80002402,
2628,80002420,
2629,80002759,
2630,80002775,
2631,80003262,
2632,80003269,
2633,80003900,
2634,80003904,
2635,80003969,
2636,80006136,
2637,80008102,
2638,80001336,
2639,80001432,
2640,80001439,
2641,80001457,
2642,80002131,
2643,80002132,
2644,80003645,
2645,80003864,
2646,80003630,
2647,80000310,
2648,80003201,
2649,80004143,
2650,80001767,
2651,80001870,
2652,80002044,
2653,80001978,
2654,80061168,
2655,80001669,
2656,80002771,
2657,80006536,
2658,80010967,
2659,80001714,
2660,80001712,
2661,80001713,
2662,80001667,
2663,80002622,
2664,80003028,
2665,80003037,
2666,80003038,
2667,80003041,
2668,80003045,
2669,80003076,
2670,80003497,
2671,80003498,
2672,80003501,
2673,80003528,
2674,80003565,
2675,80003566,
2676,80003567,
2677,80003569,
2678,80003571,
2679,80003658,
2680,80003714,
2681,80003715,
2682,80004138,
2683,80004139,
2684,80004142,
2685,80004175,
2686,80004312,
2687,80004314,
2688,80004465,
2689,80004479,
2690,80004858,
2691,80004869,
2692,80004870,
2693,80004871,
2694,80004873,
2695,80004943,
2696,80004972,
2697,80004973,
2698,80004988,
2699,80005081,
2700,80005083,
2701,80005547,
2702,80005587,
2703,80003075,
2704,80003077,
2705,80004451,
2706,80005620,
2707,80001658,
2708,80001917,
2709,80002142,
2710,80002145,
2711,80002597,
2712,80002601,
2713,80102331,
2714,80103636,
2715,80106478,
2716,80001709,
2717,80001940,
2718,80002139,
2719,80002181,
2720,80002149,
2721,80002604,
2722,80004471,
2723,80005588,
2724,80001659,
2725,80001894,
2726,80001942,
2727,80002138,
2728,80002148,
2729,80001657,
2730,80002170,
2731,80002171,
2732,80001665,
2733,80001910,
2734,80001911,
2735,80004457,
2736,80005652,
2737,80001664,
2738,80002165,
2739,80002166,
2740,80004469,
2741,80001908,
2742,80003749,
2743,80004481,
2744,80004483,
2745,80005027,
2746,80005030,
2747,80005275,
2748,80005299,
2749,80005309,
2750,80005313,
2751,80006180,
2752,80006237,
2753,80006860,
2754,80006894,
2755,80008421,
2756,80001747,
2757,80002055,
2758,80002056,
2759,80003747,
2760,80004607,
2761,80004609,
2762,80005280,
2763,80005292,
2764,80005334,
2765,80012331,
2766,80001764,
2767,80074032,
2768,80001762,
2769,80001701,
2770,80001757,
2771,80001758,
2772,80002168,
2773,80003164,
2774,80001929,
2775,80001756,
2776,80001785,
2777,80002238,
2778,80002241,
2779,80002251,
2780,80002501,
2781,80002982,
2782,80003672,
2783,80003809,
2784,80004160,
2785,80007173,
2786,80007404,
2787,80007940,
2788,80008007,0.0
2789,80008011,
2790,80009185,
2791,80009577,
2792,80009865,
2793,80009956,
2794,80010134,
2795,80010592,
2796,80011703,
2797,80011704,
2798,80011705,
2799,80011706,
2800,80012265,
2801,80012504,
2802,80013803,
2803,80014921,
2804,80014930,
2805,80015060,
2806,80016460,
2807,80051149,
2808,80054127,0.0
2809,80055179,
2810,80055466,
2811,80101403,
2812,80103399,
2813,80129863,
2814,80001963,
2815,80002072,
2816,80002236,
2817,80002240,
2818,80003033,
2819,80003693,
2820,80010606,
2821,80011960,
2822,80000815,
2823,80000819,
2824,80000972,
2825,80001271,
2826,80001356,
2827,80001459,
2828,80001507,
2829,80001820,
2830,80001872,
2831,80001878,
2832,80002009,
2833,80002258,
2834,80002388,
2835,80002394,
2836,80003043,
2837,80003062,
2838,80003236,
2839,80003517,
2840,80003539,
2841,80003582,
2842,80003590,
2843,80003644,
2844,80003667,
2845,80004145,
2846,80004146,
2847,80004696,
2848,80004722,
2849,80004812,
2850,80005074,
2851,80005206,
2852,80005209,
2853,80005717,
2854,80006797,
2855,80008367,
2856,80008551,
2857,80009463,
2858,80009525,
2859,80010264,
2860,80010520,
2861,80010755,
2862,80010797,
2863,80010949,
2864,80011380,
2865,80011394,
2866,80011668,
2867,80012907,
2868,80012933,
2869,80013094,
2870,80013186,
2871,80013188,
2872,80013548,
2873,80014418,
2874,80014562,
2875,80014564,
2876,80014736,
2877,80015309,
2878,80015502,
2879,80015506,
2880,80015507,
2881,80015510,
2882,80015650,
2883,80015652,
2884,80016188,
2885,80016636,
2886,80016647,
2887,80017335,
2888,80017338,
2889,80017470,
2890,80017476,
2891,80017479,
2892,80017489,
2893,80018365,
2894,80018876,
2895,80019196,
2896,80019234,
2897,80019238,
2898,80021890,
2899,80022240,
2900,80022632,
2901,80024689,
2902,80024703,
2903,80025402,
2904,80025813,
2905,80026298,
2906,80026553,
2907,80027202,
2908,80028306,
2909,80028448,
2910,80029118,
2911,80030029,
2912,80030224,
2913,80030998,
2914,80031247,
2915,80031527,
2916,80032857,
2917,80032861,
2918,80033299,
2919,80033420,
2920,80036027,
2921,80038855,
2922,80038860,
2923,80038971,
2924,80041442,
2925,80041445,
2926,80047063,
2927,80106995,
2928,80001883,
2929,80008831,
2930,80028850,
2931,80031507,
2932,80033402,
2933,80036080,
2934,80044234,
2935,80001719,
2936,80001944,
2937,80002143,
2938,80017669,
2939,80017723,
2940,80017799,
2941,80024709,
2942,80033791,
2943,80034293,
2944,80002377,
2945,80002673,
2946,80003817,
2947,80004286,
2948,80004317,
2949,80004948,
2950,80005216,
2951,80006131,
2952,80006163,
2953,80006734,
2954,80006737,
2955,80007439,
2956,80007773,
2957,80008395,
2958,80008523,
2959,80001738,
2960,80001789,
2961,80002061,
2962,80002065,
2963,80002298,
2964,80002307,
2965,80002680,
2966,80002683,
2967,80003120,
2968,80003952,
2969,80005156,
2970,80005995,
2971,80007003,
2972,80003564,
2973,80001746,
2974,80001749,
2975,80005300,
2976,80002051,
2977,80002284,
2978,80006504,
2979,80001732,
2980,80001733,
2981,80002075,
2982,80001814,
2983,80002093,
2984,80002097,
2985,80002108,
2986,80001875,
2987,80002242,
2988,80002734,
2989,80001967,
2990,80001993,
2991,80002214,
2992,80002239,
2993,80002736,
2994,80002621,
2995,80002058,
2996,80002356,
2997,80002791,
2998,80001945,
2999,80001948,
3000,80002194,
3001,80002195,
3002,80003465,
3003,80002043,
3004,80001813,
3005,80001854,
3006,80001932,
3007,80001905,
3008,80005516,
3009,80001866,
3010,80002046,
3011,80002185,
3012,80004462,
3013,80005616,
3014,80002878,
3015,80002905,
3016,80002923,
3017,80004027,
3018,80004104,
3019,80001857,
3020,80001913,
3021,80001933,
3022,80001830,
3023,80001890,0.0
3024,80009465,0.0
3025,80010887,
3026,80002070,
3027,80002082,
3028,80007971,
3029,80002424,
3030,80003311,
3031,80003936,
3032,80001810,
3033,80001811,
3034,80001812,
3035,80001816,
3036,80002001,
3037,80002047,
3038,80002460,
3039,80002464,
3040,80002742,
3041,80002816,
3042,80003325,
3043,80003329,
3044,80003857,
3045,80003870,
3046,80003935,
3047,80003990,
3048,80004038,
3049,80004088,
3050,80001788,
3051,80001790,
3052,80002023,
3053,80002050,
3054,80002362,
3055,80002373,
3056,80002753,
3057,80002794,
3058,80003259,
3059,80003304,
3060,80003932,
3061,80003939,
3062,80003974,
3063,80002403,
3064,80003892,
3065,80002697,
3066,80004927,
